client_id,age,job,marital,education,account_id,in_default,balance,housing,loan,contact,campaign_id_x,day,month,duration,campaign,pdays,previous,outcome_id,poutcome,y,day_range,age_category,balance_category,duration_category,campaign_category,pdays_category,previous_category,probability_yes,MinMax_balance,index_probability
3984203,43,management,married,tertiary,25569,no,13044.0,no,no,cellular,25569,19,nov,215,1,93,4,25569,failure,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Recent,Many,0.46350673,0.1912280064641476,0.08863546765670122
1342635,85,retired,divorced,primary,31131,no,7613.0,no,no,cellular,31131,18,feb,355,3,-1,0,31131,unknown,unknown,Mid Month,Senior,Very High,Moderate,Moderate,Recent,Few,0.62441415,0.14192072340348266,0.08861730729609546
5565037,59,unemployed,divorced,secondary,29513,no,44134.0,no,no,cellular,29513,3,feb,117,1,-1,0,29513,unknown,unknown,Early Month,Middle-aged,Ultra High,Short,Few,Recent,Few,0.1870709,0.4734897318105061,0.08857615318831777
6486128,60,admin.,married,secondary,43219,no,12980.0,no,no,cellular,43219,5,mar,115,1,-1,0,43219,unknown,unknown,Early Month,Senior,Ultra High,Short,Few,Recent,Few,0.46435088,0.19064695949013127,0.08852708325459123
3028673,58,retired,married,secondary,24909,no,14412.0,no,no,cellular,24909,18,nov,297,1,-1,0,24909,unknown,no,Mid Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.434534,0.20364788553374613,0.0884919329951995
7388621,40,technician,married,tertiary,43466,no,11766.0,yes,no,cellular,43466,13,apr,218,2,242,9,43466,failure,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Distant,Many,0.4919676,0.17962522470175948,0.08836978865959233
4735262,32,admin.,single,secondary,42435,no,8626.0,no,no,cellular,42435,7,dec,200,1,196,2,42435,failure,unknown,Early Month,Adult,Very High,Moderate,Few,Distant,Few,0.5844666,0.1511176075390845,0.08832319073875944
3517921,36,technician,married,tertiary,41738,no,4596.0,yes,no,cellular,41738,8,oct,234,2,175,2,41738,success,unknown,Early Month,Adult,High,Moderate,Few,Distant,Few,0.7705109,0.11452980589399524,0.0882464651838685
9685486,55,retired,married,secondary,33886,no,6690.0,no,no,cellular,33886,30,apr,534,1,-1,0,33886,unknown,unknown,Late Month,Middle-aged,Very High,Long,Few,Recent,Few,0.6606136,0.13354093657509125,0.0882189583827517
7572878,32,blue-collar,single,secondary,5055,no,5252.0,yes,no,unknown,5055,21,may,1162,2,-1,0,5055,unknown,unknown,Late Month,Adult,Very High,Very Long,Few,Recent,Few,0.73207146,0.12048553737766238,0.08820402317181063
3784645,37,management,single,tertiary,27603,no,22125.0,no,yes,cellular,27603,21,nov,331,2,-1,0,27603,unknown,unknown,Late Month,Adult,Ultra High,Moderate,Few,Recent,Few,0.3222783,0.27367312476167993,0.08819890693727028
3931588,38,student,single,tertiary,10960,no,3316.0,no,no,unknown,10960,17,jun,1345,3,-1,0,10960,unknown,unknown,Mid Month,Adult,Medium-High,Very Long,Moderate,Recent,Few,0.85595423,0.10290886641366913,0.088085279493965
6330285,63,retired,married,primary,41896,no,12067.0,no,no,telephone,41896,20,oct,2187,1,-1,0,41896,unknown,unknown,Mid Month,Senior,Ultra High,Very Long,Few,Recent,Few,0.48255584,0.18235796125142992,0.08799789852301872
1257371,46,management,single,tertiary,31380,no,6651.0,no,no,cellular,31380,23,mar,233,1,-1,0,31380,unknown,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.6605898,0.13318686107530006,0.08798188380976188
5147077,42,technician,single,unknown,33916,no,11115.0,no,no,cellular,33916,30,apr,328,1,-1,0,33916,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.5058528,0.17371488751293737,0.08787416546193194
2811871,52,housemaid,married,primary,41596,no,10943.0,no,no,cellular,41596,16,sep,292,1,-1,0,41596,unknown,unknown,Mid Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.5102009,0.17215332377026854,0.08783278377627611
8645336,29,blue-collar,married,primary,32285,no,10045.0,yes,no,cellular,32285,16,apr,617,1,322,4,32285,failure,unknown,Mid Month,Young Adult,Ultra High,Long,Few,Distant,Many,0.53521484,0.16400050841610225,0.08777550609583705
6523159,38,technician,married,secondary,39906,no,5115.0,yes,no,cellular,39906,2,jun,318,1,95,7,39906,success,unknown,Early Month,Adult,Very High,Moderate,Few,Recent,Many,0.73590624,0.11924173369890873,0.0877507362938381
2431469,55,unemployed,married,primary,28031,no,8585.0,no,no,telephone,28031,28,jan,201,2,-1,0,28031,unknown,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.5820783,0.1507453743213553,0.08774560791119732
8483893,51,self-employed,married,secondary,39899,no,4920.0,no,no,telephone,39899,2,jun,392,2,-1,0,39899,unknown,unknown,Early Month,Middle-aged,High,Moderate,Few,Recent,Few,0.74683475,0.11747135619995279,0.08773169152051317
8690871,26,student,married,tertiary,43359,no,8750.0,no,no,cellular,43359,26,mar,98,2,-1,0,43359,unknown,unknown,Late Month,Young Adult,Very High,Short,Few,Recent,Few,0.57550114,0.15224338605124108,0.08761624282862247
3505862,31,management,married,tertiary,44991,no,4328.0,no,no,cellular,44991,12,oct,203,4,165,14,44991,success,unknown,Mid Month,Adult,High,Moderate,Moderate,Distant,Many,0.7815948,0.11209667169030196,0.08761417713313427
6954815,71,retired,married,primary,41600,no,4847.0,no,no,cellular,41600,16,sep,657,2,-1,0,41600,unknown,unknown,Mid Month,Senior,High,Long,Few,Recent,Few,0.7493953,0.11680859949521544,0.0875358167320288
6214238,56,blue-collar,married,primary,21147,no,8163.0,no,no,cellular,21147,14,aug,1231,4,-1,0,21147,unknown,unknown,Mid Month,Middle-aged,Very High,Very Long,Moderate,Recent,Few,0.5955384,0.14691409583643528,0.08749298230477828
7638804,27,student,single,tertiary,43086,no,5741.0,no,no,cellular,43086,22,feb,368,1,185,2,43086,failure,unknown,Late Month,Young Adult,Very High,Moderate,Few,Distant,Few,0.70000076,0.12492509941350571,0.08744766489974103
7240140,38,services,single,tertiary,40097,no,5265.0,no,no,cellular,40097,4,jun,352,1,-1,0,40097,unknown,unknown,Early Month,Adult,Very High,Moderate,Few,Recent,Few,0.7249445,0.12060356254425944,0.08743088600770728
7592847,27,admin.,single,tertiary,44166,no,4738.0,no,no,cellular,44166,13,jul,752,1,-1,0,44166,unknown,unknown,Mid Month,Young Adult,High,Long,Few,Recent,Few,0.75457466,0.11581900386759392,0.0873940850579996
4968791,28,management,single,tertiary,44878,no,6551.0,no,no,cellular,44878,23,sep,203,1,-1,0,44878,unknown,unknown,Late Month,Young Adult,Very High,Moderate,Few,Recent,Few,0.6605898,0.13227897517839957,0.0873821436338262
7605581,46,management,married,tertiary,31395,no,11385.0,no,no,cellular,31395,24,mar,269,3,-1,0,31395,unknown,unknown,Late Month,Middle-aged,Ultra High,Moderate,Moderate,Recent,Few,0.49576262,0.17616617943456866,0.08733660603696022
9902340,49,retired,married,secondary,24207,no,8648.0,no,no,cellular,24207,17,nov,527,1,-1,0,24207,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Few,Recent,Few,0.57654136,0.1513173424364026,0.08724070703433723
5899114,73,retired,divorced,primary,42420,no,5028.0,no,no,cellular,42420,4,dec,696,10,-1,0,42420,unknown,unknown,Early Month,Senior,Very High,Long,Many,Recent,Few,0.73601377,0.1184518729686053,0.08718220959943868
1768358,48,technician,single,secondary,3090,no,9131.0,yes,no,unknown,3090,14,may,902,5,-1,0,3090,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Moderate,Recent,Few,0.55992806,0.1557024313184319,0.08718216023969734
4460867,30,management,single,tertiary,31335,no,3473.0,no,no,cellular,31335,12,mar,1209,2,-1,0,31335,unknown,unknown,Mid Month,Adult,Medium-High,Very Long,Few,Recent,Few,0.83486605,0.10433424727180288,0.08710512057667286
9647402,46,admin.,married,secondary,44188,no,5021.0,no,no,cellular,44188,15,jul,957,1,182,1,44188,success,unknown,Mid Month,Middle-aged,Very High,Long,Few,Distant,Few,0.73518693,0.11838832095582227,0.08703754676069526
3561331,63,entrepreneur,married,secondary,45141,no,3904.0,no,no,telephone,45141,8,nov,360,1,96,4,45141,success,unknown,Early Month,Senior,Medium-High,Moderate,Few,Recent,Many,0.80395275,0.10824723548744394,0.08702566303364052
2785343,58,management,divorced,tertiary,31040,no,26831.0,no,no,cellular,31040,11,feb,56,18,-1,0,31040,unknown,unknown,Mid Month,Middle-aged,Ultra High,Short,Many,Recent,Few,0.27499977,0.3163982350698164,0.08700944109486232
6336813,47,management,married,tertiary,42065,no,3663.0,no,no,cellular,42065,29,oct,424,2,213,3,42065,success,unknown,Late Month,Middle-aged,Medium-High,Moderate,Few,Distant,Many,0.8202035,0.10605923047591378,0.08699015025174925
9368528,40,management,married,secondary,27350,no,9047.0,yes,no,cellular,27350,21,nov,527,1,95,2,27350,other,unknown,Late Month,Middle-aged,Very High,Long,Few,Recent,Few,0.56113875,0.1549398071650355,0.08694272958188792
4162839,34,technician,single,tertiary,20550,no,23919.0,no,no,cellular,20550,12,aug,384,2,-1,0,20550,unknown,unknown,Mid Month,Adult,Ultra High,Moderate,Few,Recent,Few,0.29970276,0.2899605977520745,0.08690199246906223
7045645,30,student,single,tertiary,41895,no,7529.0,no,no,cellular,41895,19,oct,328,1,-1,0,41895,unknown,unknown,Mid Month,Adult,Very High,Moderate,Few,Recent,Few,0.6152149,0.14115809925008624,0.08684256369549008
5733883,64,retired,divorced,secondary,45061,no,4833.0,no,no,cellular,45061,20,oct,621,1,181,3,45061,failure,unknown,Mid Month,Senior,High,Long,Few,Distant,Many,0.74419546,0.11668149546964937,0.08683383934308174
8705463,46,admin.,married,unknown,44290,no,5511.0,no,no,cellular,44290,26,jul,414,2,389,1,44290,success,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Distant,Few,0.7064296,0.12283696185063461,0.08677566591326577
4584877,30,management,single,tertiary,20204,no,4889.0,no,no,cellular,20204,11,aug,545,2,-1,0,20204,unknown,unknown,Mid Month,Adult,High,Long,Few,Recent,Few,0.73910344,0.11718991157191364,0.08661546636242051
6290636,64,retired,divorced,secondary,43523,no,4833.0,no,no,cellular,43523,22,apr,247,2,251,1,43523,failure,unknown,Late Month,Senior,High,Moderate,Few,Distant,Few,0.7421373,0.11668149546964937,0.08659369151172717
6503244,79,retired,married,secondary,31286,no,8304.0,no,no,telephone,31286,9,mar,303,9,-1,0,31286,unknown,unknown,Early Month,Senior,Very High,Moderate,Moderate,Recent,Few,0.58313936,0.14819421495106494,0.08641787965500779
4632110,51,blue-collar,married,primary,43262,no,3764.0,no,no,telephone,43262,9,mar,450,3,181,6,43262,success,unknown,Early Month,Middle-aged,Medium-High,Moderate,Moderate,Distant,Many,0.8070257,0.10697619523178327,0.08633253573851842
6130564,31,management,single,tertiary,42358,no,9421.0,no,no,cellular,42358,25,nov,372,1,-1,0,42358,unknown,unknown,Late Month,Adult,Very High,Moderate,Few,Recent,Few,0.5449156,0.1583353004194433,0.08627937784372096
7301702,30,management,single,tertiary,43461,no,3779.0,no,no,cellular,43461,13,apr,1093,1,-1,0,43461,unknown,unknown,Mid Month,Adult,Medium-High,Very Long,Few,Recent,Few,0.80495596,0.10711237811631834,0.08622074708167493
2315182,31,management,single,tertiary,20865,no,6413.0,no,no,cellular,20865,13,aug,517,2,-1,0,20865,unknown,unknown,Mid Month,Adult,Very High,Long,Few,Recent,Few,0.65801775,0.1310260926406769,0.08621749526750068
1994997,32,unemployed,single,secondary,44378,no,8304.0,no,no,cellular,44378,2,aug,486,1,286,2,44378,failure,unknown,Early Month,Adult,Very High,Moderate,Few,Distant,Few,0.58177614,0.14819421495106494,0.08621585865878613
2078598,49,self-employed,married,tertiary,25047,no,8142.0,no,no,telephone,25047,18,nov,500,1,-1,0,25047,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Few,Recent,Few,0.58747554,0.14672343979808616,0.08619643176982737
1797385,32,admin.,single,tertiary,40710,no,4041.0,no,no,cellular,40710,7,aug,325,1,99,2,40710,success,unknown,Early Month,Adult,High,Moderate,Few,Recent,Few,0.7872087,0.1094910391661976,0.08619229601291596
1218366,39,management,married,tertiary,19161,no,13021.0,no,no,cellular,19161,5,aug,425,2,-1,0,19161,unknown,unknown,Early Month,Adult,Ultra High,Moderate,Few,Recent,Few,0.4511396,0.19101919270786047,0.08617632201573666
1322569,55,entrepreneur,married,secondary,30696,no,8104.0,no,no,cellular,30696,6,feb,213,2,-1,0,30696,unknown,no,Early Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.5885261,0.146378443157264,0.08614753862616349
5871905,83,retired,married,tertiary,29323,no,6236.0,no,no,cellular,29323,2,feb,283,2,-1,0,29323,unknown,unknown,Early Month,Senior,Very High,Moderate,Few,Recent,Few,0.6645064,0.12941913460316307,0.08599984009297978
9823922,59,admin.,single,secondary,41437,no,4744.0,no,no,cellular,41437,4,sep,879,1,-1,0,41437,unknown,unknown,Early Month,Middle-aged,High,Long,Few,Recent,Few,0.7409561,0.11587347702140795,0.08585716283038039
6958193,51,blue-collar,married,primary,19445,no,7098.0,no,no,cellular,19445,6,aug,1471,7,-1,0,19445,unknown,unknown,Early Month,Middle-aged,Very High,Very Long,Moderate,Recent,Few,0.62511826,0.1372451110344452,0.08579442440157153
3470326,57,housemaid,divorced,primary,18047,no,3819.0,no,no,telephone,18047,30,jul,1001,2,-1,0,18047,unknown,unknown,Late Month,Middle-aged,Medium-High,Very Long,Few,Recent,Few,0.79791933,0.10747553247507853,0.08575680518430424
2226320,29,services,single,tertiary,34237,no,8947.0,yes,no,cellular,34237,4,may,535,2,-1,0,34237,unknown,unknown,Early Month,Young Adult,Very High,Long,Few,Recent,Few,0.55615276,0.15403192126813503,0.08566527829271443
6894758,39,management,married,tertiary,44029,no,2939.0,no,no,cellular,44029,29,jun,385,1,165,2,44029,success,unknown,Late Month,Adult,Medium,Moderate,Few,Distant,Few,0.86000514,0.09948613658235433,0.08555858884986679
1159548,59,retired,divorced,tertiary,40758,no,3444.0,no,no,cellular,40758,10,aug,252,1,185,2,40758,success,unknown,Early Month,Middle-aged,Medium-High,Moderate,Few,Distant,Few,0.8203241,0.10407096036170174,0.0853719192786701
1666449,46,services,married,secondary,33056,no,9077.0,yes,no,cellular,33056,17,apr,427,2,337,1,33056,failure,unknown,Mid Month,Middle-aged,Very High,Moderate,Few,Distant,Few,0.54952574,0.15521217293410564,0.08529308384132755
3953816,45,management,married,tertiary,41355,no,4119.0,yes,yes,telephone,41355,31,aug,473,2,283,1,41355,success,unknown,Late Month,Middle-aged,High,Moderate,Few,Distant,Few,0.7738814,0.11019919016577996,0.08528110089639822
1106377,42,management,married,tertiary,27179,no,9916.0,yes,no,cellular,27179,21,nov,306,1,-1,0,27179,unknown,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.5234956,0.16282933560910065,0.08524044310797892
9186105,46,unknown,married,tertiary,44363,no,8564.0,no,no,cellular,44363,2,aug,397,2,342,1,44363,failure,unknown,Early Month,Middle-aged,Very High,Moderate,Few,Distant,Few,0.565951,0.15055471828300618,0.08520659181976574
2650009,83,retired,married,tertiary,41755,no,6236.0,no,no,cellular,41755,12,oct,766,1,62,3,41755,failure,unknown,Mid Month,Senior,Very High,Long,Few,Recent,Many,0.65718526,0.12941913460316307,0.08505234716775087
4654218,28,self-employed,single,tertiary,39913,no,5215.0,no,no,cellular,39913,2,jun,673,1,-1,0,39913,unknown,unknown,Early Month,Young Adult,Very High,Long,Few,Recent,Few,0.70776874,0.12014961959580919,0.08503814466492302
7186348,59,retired,married,tertiary,15159,no,6108.0,yes,no,cellular,15159,17,jul,796,2,-1,0,15159,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Few,Recent,Few,0.6624689,0.12825704065513047,0.08496630195049831
5300499,59,retired,married,primary,41968,no,3648.0,no,no,telephone,41968,23,oct,257,2,126,3,41968,success,unknown,Late Month,Middle-aged,Medium-High,Moderate,Few,Distant,Many,0.80176365,0.10592304759137872,0.08492524965374847
5986026,57,unemployed,married,secondary,30492,no,3754.0,no,no,cellular,30492,5,feb,1063,2,-1,0,30492,unknown,unknown,Early Month,Middle-aged,Medium-High,Very Long,Few,Recent,Few,0.79433304,0.10688540664209323,0.08490261006599449
2317609,39,admin.,married,tertiary,17828,no,9143.0,no,no,cellular,17828,29,jul,851,2,-1,0,17828,unknown,unknown,Late Month,Adult,Very High,Long,Few,Recent,Few,0.5448516,0.15581137762605995,0.08489407857286532
9143926,48,management,single,tertiary,31055,no,5689.0,no,no,cellular,31055,12,feb,262,1,-1,0,31055,unknown,unknown,Mid Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.68154144,0.12445299874711746,0.08481987633574485
8795226,55,management,married,tertiary,10261,no,10957.0,no,no,unknown,10261,11,jun,514,4,-1,0,10261,unknown,unknown,Mid Month,Middle-aged,Ultra High,Long,Moderate,Recent,Few,0.4921656,0.1722804277958346,0.0847904993034774
2060611,76,retired,married,primary,42996,no,3324.0,no,no,cellular,42996,11,feb,309,1,90,4,42996,success,unknown,Mid Month,Senior,Medium-High,Moderate,Few,Recent,Many,0.8231909,0.10298149728542116,0.08477343426629028
6359287,33,management,single,tertiary,30254,no,7114.0,yes,no,cellular,30254,5,feb,271,2,233,3,30254,other,unknown,Early Month,Adult,Very High,Moderate,Few,Distant,Many,0.6168828,0.13739037277794927,0.08475375799737675
5706107,38,blue-collar,married,secondary,31861,no,13849.0,yes,no,cellular,31861,9,apr,286,4,321,5,31861,failure,unknown,Early Month,Adult,Ultra High,Moderate,Moderate,Distant,Many,0.42645448,0.19853648793419643,0.08466677560902035
6155416,42,management,married,tertiary,34004,no,6060.0,yes,no,cellular,34004,30,apr,316,1,350,2,34004,failure,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Distant,Few,0.662207,0.12782125542461822,0.08464413103788818
7491879,62,admin.,married,secondary,44778,no,4608.0,no,no,cellular,44778,14,sep,706,1,186,1,44778,success,unknown,Mid Month,Senior,High,Long,Few,Distant,Few,0.73745656,0.1146387522016233,0.0845410998567649
6419124,43,management,married,tertiary,19463,no,11754.0,no,no,cellular,19463,7,aug,352,2,-1,0,19463,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.47085914,0.17951627839413142,0.08452688048897095
7805282,42,technician,married,tertiary,24436,no,14282.0,yes,no,cellular,24436,17,nov,77,1,103,4,24436,success,unknown,Mid Month,Middle-aged,Ultra High,Short,Few,Distant,Many,0.4161418,0.2024676338677755,0.08425524722589743
4956405,49,blue-collar,married,primary,36133,no,6215.0,yes,no,cellular,36133,11,may,549,1,-1,0,36133,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Few,Recent,Few,0.65170264,0.12922847856481398,0.08421854095929303
4070319,45,management,married,unknown,44017,no,2724.0,no,no,cellular,44017,28,jun,359,2,182,1,44017,success,unknown,Late Month,Middle-aged,Medium,Moderate,Few,Distant,Few,0.86316496,0.0975341819040183,0.08418808835231963
4212070,75,retired,married,tertiary,43723,no,6027.0,no,no,cellular,43723,14,may,809,1,179,4,43723,success,unknown,Mid Month,Senior,Very High,Long,Few,Distant,Many,0.6589253,0.12752165307864108,0.08402724285793112
1326576,44,admin.,divorced,secondary,37652,no,2999.0,yes,no,cellular,37652,14,may,717,1,-1,0,37652,unknown,unknown,Mid Month,Middle-aged,Medium,Long,Few,Recent,Few,0.8388633,0.10003086812049462,0.08391222545363927
9796738,60,retired,married,secondary,29909,no,6132.0,no,no,cellular,29909,4,feb,266,2,-1,0,29909,unknown,unknown,Early Month,Senior,Very High,Moderate,Few,Recent,Few,0.652618,0.1284749332703866,0.08384505284100308
7624761,52,blue-collar,married,primary,21193,no,66653.0,no,no,cellular,21193,14,aug,109,3,-1,0,21193,unknown,unknown,Mid Month,Middle-aged,Ultra High,Short,Moderate,Recent,Few,0.1236242,0.6779365569335246,0.0838093632398275
5531894,49,management,married,tertiary,20576,no,4751.0,no,no,cellular,20576,12,aug,884,4,-1,0,20576,unknown,unknown,Mid Month,Middle-aged,High,Long,Moderate,Recent,Few,0.72262186,0.11593702903419098,0.08377863134559538
6801849,69,technician,married,secondary,40698,no,9064.0,no,no,cellular,40698,7,aug,714,1,-1,0,40698,unknown,unknown,Early Month,Senior,Very High,Long,Few,Recent,Few,0.5401511,0.15509414776750857,0.08377427750298051
7609985,32,self-employed,married,tertiary,27464,no,14522.0,no,no,cellular,27464,21,nov,221,7,-1,0,27464,unknown,unknown,Late Month,Adult,Ultra High,Moderate,Moderate,Recent,Few,0.4093411,0.20464656002033665,0.08377024735104466
9354911,30,management,single,tertiary,42018,no,16935.0,no,no,cellular,42018,28,oct,108,1,-1,0,42018,unknown,unknown,Late Month,Adult,Ultra High,Short,Few,Recent,Few,0.36941144,0.22655384671254516,0.0836915824579019
1722143,31,management,single,tertiary,40220,no,5205.0,no,no,cellular,40220,9,jun,529,2,-1,0,40220,unknown,unknown,Early Month,Adult,Very High,Long,Few,Recent,Few,0.6970646,0.12005883100611915,0.08368875843446584
6050748,48,unemployed,single,tertiary,10594,no,3229.0,no,no,unknown,10594,16,jun,1089,1,-1,0,10594,unknown,unknown,Mid Month,Middle-aged,Medium-High,Very Long,Few,Recent,Few,0.8186916,0.10211900568336571,0.0836039733062451
7557329,31,management,single,tertiary,44803,no,3340.0,no,no,cellular,44803,15,sep,213,2,469,3,44803,success,unknown,Mid Month,Adult,Medium-High,Moderate,Few,Distant,Many,0.8098543,0.10312675902892525,0.08351765219740089
5364309,38,management,married,tertiary,41954,no,4174.0,no,no,cellular,41954,23,oct,336,2,184,5,41954,failure,unknown,Late Month,Adult,High,Moderate,Few,Distant,Many,0.7540149,0.11069852740907522,0.08346834010039147
2030091,73,retired,married,primary,42209,no,9160.0,no,no,cellular,42209,11,nov,516,2,90,3,42209,other,unknown,Mid Month,Senior,Very High,Long,Few,Recent,Many,0.53498316,0.15596571822853303,0.08343903249504021
5205135,30,unemployed,divorced,secondary,42542,no,7105.0,no,no,cellular,42542,22,dec,321,2,-1,0,42542,unknown,unknown,Late Month,Adult,Very High,Moderate,Few,Recent,Few,0.6076278,0.13730866304722822,0.08343256209065603
1201249,41,management,divorced,tertiary,41660,no,3426.0,no,no,cellular,41660,1,oct,302,1,119,5,41660,success,unknown,Early Month,Middle-aged,Medium-High,Moderate,Few,Distant,Many,0.8022302,0.10390754090025965,0.08335776516806034
8837559,79,retired,married,primary,43274,no,3025.0,no,no,telephone,43274,11,mar,184,1,90,6,43274,success,unknown,Mid Month,Senior,Medium-High,Short,Few,Recent,Many,0.8307794,0.10026691845368874,0.08329968771034828
1578415,33,blue-collar,single,secondary,33246,no,15341.0,no,no,cellular,33246,20,apr,335,1,334,3,33246,failure,unknown,Mid Month,Adult,Ultra High,Moderate,Few,Distant,Many,0.3924761,0.21208214551595156,0.08323717582258917
5951552,31,management,single,tertiary,38523,no,2734.0,yes,no,cellular,38523,15,may,858,3,-1,0,38523,unknown,unknown,Mid Month,Adult,Medium,Long,Moderate,Recent,Few,0.8519707,0.09762497049370836,0.08317361177480442
7725016,26,management,single,tertiary,40019,no,2786.0,no,no,cellular,40019,3,jun,300,2,72,1,40019,success,unknown,Early Month,Young Adult,Medium,Moderate,Few,Recent,Few,0.8476025,0.0980970711600966,0.08314732144449646
6110829,69,retired,divorced,secondary,42754,no,4572.0,no,no,cellular,42754,27,jan,185,2,92,3,42754,success,unknown,Late Month,Senior,High,Short,Few,Recent,Many,0.72685635,0.11431191327873913,0.08308834015003785
3639834,24,student,single,secondary,44802,no,8165.0,no,no,cellular,44802,15,sep,216,1,-1,0,44802,unknown,unknown,Mid Month,Young Adult,Very High,Moderate,Few,Recent,Few,0.565487,0.14693225355437328,0.0830882832575976
9050188,58,housemaid,single,secondary,43211,no,11494.0,no,no,telephone,43211,4,mar,220,7,-1,0,43211,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Moderate,Recent,Few,0.46884912,0.17715577506219018,0.08305932968801331
5342888,83,retired,married,tertiary,43239,no,4761.0,no,no,telephone,43239,8,mar,659,1,-1,0,43239,unknown,unknown,Early Month,Senior,High,Long,Few,Recent,Few,0.71578723,0.11602781762388104,0.08305123040296582
7818810,40,entrepreneur,married,secondary,44846,no,6403.0,no,no,cellular,44846,22,sep,208,2,-1,0,44846,unknown,unknown,Late Month,Middle-aged,Very High,Moderate,Few,Recent,Few,0.6342642,0.13093530405098688,0.08304757209470326
3931866,59,admin.,married,unknown,19421,no,64343.0,no,no,cellular,19421,6,aug,45,4,-1,0,19421,unknown,unknown,Early Month,Middle-aged,Ultra High,Short,Moderate,Recent,Few,0.12632744,0.6569643927151235,0.08299262999656004
5144813,54,management,married,tertiary,18956,no,11391.0,no,no,cellular,18956,4,aug,333,1,-1,0,18956,unknown,unknown,Early Month,Middle-aged,Ultra High,Moderate,Few,Recent,Few,0.47085914,0.17622065258838268,0.08297510495579456
3949953,57,admin.,married,secondary,29845,no,4391.0,no,no,telephone,29845,4,feb,1416,1,-1,0,29845,unknown,unknown,Early Month,Middle-aged,High,Very Long,Few,Recent,Few,0.7363277,0.11266863980534926,0.08296104128515341
6640596,64,management,married,tertiary,41929,no,4688.0,no,no,cellular,41929,21,oct,200,1,-1,0,41929,unknown,unknown,Late Month,Senior,High,Moderate,Few,Recent,Few,0.7186258,0.11536506091914368,0.08290430734003142
7701798,49,technician,married,secondary,27115,no,8689.0,no,no,cellular,27115,21,nov,586,1,-1,0,27115,unknown,unknown,Late Month,Middle-aged,Very High,Long,Few,Recent,Few,0.54643077,0.1516895756541318,0.0828878511072597
5237003,32,management,single,tertiary,32481,no,8436.0,yes,no,cellular,32481,17,apr,245,1,149,2,32481,failure,no,Mid Month,Adult,Very High,Moderate,Few,Distant,Few,0.554528,0.14939262433497358,0.082842392884044
9517441,33,technician,single,tertiary,22244,no,8097.0,no,yes,cellular,22244,21,aug,500,2,-1,0,22244,unknown,unknown,Late Month,Adult,Very High,Long,Few,Recent,Few,0.5649367,0.14631489114448096,0.0826586513957569
1123219,41,entrepreneur,married,secondary,24922,no,8491.0,yes,no,cellular,24922,18,nov,929,1,-1,0,24922,unknown,unknown,Mid Month,Middle-aged,Very High,Long,Few,Recent,Few,0.55141085,0.14989196157826884,0.0826520545210376
2959945,63,retired,married,tertiary,40701,no,8103.0,no,no,cellular,40701,7,aug,258,1,-1,0,40701,unknown,unknown,Early Month,Senior,Very High,Moderate,Few,Recent,Few,0.5641971,0.146369364298295,0.08258117423985638
4231701,57,technician,married,tertiary,19615,no,6822.0,no,no,cellular,19615,7,aug,797,2,-1,0,19615,unknown,unknown,Early Month,Middle-aged,Very High,Long,Few,Recent,Few,0.6124943,0.13473934595899986,0.08252708002138369
4709490,54,retired,divorced,secondary,14787,no,2761.0,no,no,cellular,14787,16,jul,771,1,-1,0,14787,unknown,unknown,Mid Month,Middle-aged,Medium,Long,Few,Recent,Few,0.8429963,0.09787009968587147,0.08250413184406394
1397071,29,student,single,tertiary,42109,no,3054.0,no,no,cellular,42109,2,nov,204,1,186,7,42109,success,unknown,Early Month,Young Adult,Medium-High,Moderate,Few,Distant,Many,0.82016855,0.10053020536378988,0.08245171324524442
8550696,37,blue-collar,married,secondary,41502,no,4321.0,no,no,cellular,41502,8,sep,421,2,95,1,41502,success,unknown,Early Month,Adult,High,Moderate,Few,Recent,Few,0.7356882,0.11203311967751893,0.08242144522402767
3980403,50,admin.,married,secondary,42448,no,10250.0,yes,no,cellular,42448,7,dec,254,3,385,2,42448,other,unknown,Early Month,Middle-aged,Ultra High,Moderate,Moderate,Distant,Few,0.49686402,0.16586167450474823,0.08241069849510245
